segment_id,road_type,rainfall_mm,rainfall_prev_6h_mm,rainfall_rate_change_mm_per_h,slope_degrees,river_distance_km,historical_closure_count,active_weather_warning,disrupted
SEG_STATE_MN2,state,13.88,2.45,13.47,26.8,2.294,1,0,1
SEG_HWY_NH27,highway,15.16,2.19,14.79,0.0,4.685,0,0,0
SEG_HWY_NH27,highway,12.71,27.4,8.14,0.0,5.14,1,0,0
SEG_STATE_AS1,state,32.12,26.64,27.68,18.88,1.392,6,0,0
SEG_HWY_NH27,highway,23.23,19.6,19.96,1.88,5.151,4,0,1
SEG_RURAL_NL1,rural,25.8,25.97,21.48,39.64,0.05,5,0,1
SEG_DIST_MZ1,district,25.96,8.16,24.6,33.22,0.647,10,0,0
SEG_RURAL_NL1,rural,34.01,1.95,33.69,45.02,0.05,4,0,1
SEG_DIST_MZ1,district,8.4,2.59,7.96,34.0,0.155,3,0,1
SEG_STATE_AS1,state,110.05,6.41,108.98,17.01,1.448,6,0,1
SEG_STATE_MN2,state,17.98,16.6,15.22,30.05,1.746,3,1,0
SEG_DIST_AR1,district,23.38,17.57,20.46,30.25,1.084,6,0,0
SEG_HWY_NH27,highway,53.14,7.69,51.85,13.27,4.817,2,0,1
SEG_STATE_MN2,state,65.57,7.3,64.35,22.0,1.999,2,0,0
SEG_DIST_AR1,district,4.05,36.76,-2.07,30.67,0.617,5,0,0
SEG_HWY_NH37,highway,23.86,3.47,23.28,3.71,3.517,2,0,0
SEG_DIST_AR1,district,3.27,31.26,-1.94,32.07,0.689,0,0,0
SEG_STATE_MN2,state,66.5,18.55,63.41,27.25,2.031,3,0,1
SEG_STATE_MN2,state,24.54,9.84,22.9,25.06,2.006,0,0,0
SEG_RURAL_NL1,rural,29.78,1.36,29.55,45.84,0.05,1,0,1
SEG_DIST_AR1,district,7.51,9.44,5.94,26.42,0.657,7,0,1
SEG_HWY_NH37,highway,18.22,9.89,16.57,0.26,2.908,4,1,1
SEG_STATE_MN2,state,66.88,12.06,64.87,23.67,1.727,5,0,1
SEG_RURAL_TR1,rural,5.21,35.24,-0.67,42.88,0.363,1,0,1
SEG_RURAL_NL1,rural,28.23,7.77,26.94,37.96,0.05,8,0,1
SEG_HWY_NH27,highway,14.24,19.33,11.02,6.51,5.494,1,0,0
SEG_STATE_MN2,state,3.06,11.48,1.14,15.11,2.399,3,0,0
SEG_RURAL_TR1,rural,36.42,10.39,34.69,54.47,0.05,1,1,1
SEG_HWY_NH27,highway,23.58,5.42,22.68,0.03,5.721,4,0,0
SEG_HWY_NH37,highway,16.48,12.04,14.47,6.8,3.39,3,0,0
SEG_DIST_MZ1,district,34.84,4.13,34.15,35.24,0.219,1,0,1
SEG_DIST_MZ1,district,21.1,4.35,20.38,33.45,0.307,4,0,1
SEG_STATE_AS1,state,2.67,2.78,2.2,24.67,1.654,4,0,1
SEG_RURAL_NL1,rural,55.74,6.86,54.6,31.08,0.408,4,0,1
SEG_RURAL_NL1,rural,9.07,13.05,6.9,30.07,0.335,2,0,0
SEG_DIST_MZ1,district,44.47,11.5,42.55,27.82,0.694,0,0,1
SEG_STATE_AS1,state,91.65,46.52,83.89,10.73,1.593,8,1,1
SEG_RURAL_TR1,rural,27.23,22.3,23.51,48.38,0.206,2,0,0
SEG_HWY_NH27,highway,50.14,11.02,48.3,3.88,5.065,1,1,0
SEG_HWY_NH37,highway,5.85,0.39,5.78,2.56,3.347,14,0,1
SEG_HWY_NH27,highway,20.72,37.2,14.52,6.27,5.508,1,0,0
SEG_HWY_NH37,highway,10.22,22.39,6.49,13.9,2.87,3,0,0
SEG_DIST_AR1,district,20.49,27.63,15.88,28.92,0.186,0,0,0
SEG_STATE_MN2,state,23.71,28.19,19.01,20.81,2.106,5,0,0
SEG_HWY_NH37,highway,47.11,14.08,44.76,7.02,3.58,4,0,0
SEG_HWY_NH37,highway,13.01,8.91,11.52,4.14,2.984,10,0,0
SEG_RURAL_NL1,rural,6.5,5.47,5.59,38.57,0.338,3,0,0
SEG_DIST_AR1,district,21.45,44.74,13.99,40.62,0.31,4,0,1
SEG_RURAL_NL1,rural,13.74,9.87,12.1,47.97,0.254,5,0,0
SEG_RURAL_NL1,rural,3.46,21.5,-0.12,45.62,0.647,1,0,1
SEG_RURAL_NL1,rural,40.69,4.4,39.96,52.22,0.05,2,0,1
SEG_HWY_NH27,highway,58.87,6.26,57.83,14.09,5.31,10,1,1
SEG_STATE_AS1,state,25.63,10.38,23.9,12.51,1.957,2,0,0
SEG_DIST_AR1,district,83.98,7.75,82.69,23.01,1.235,0,1,0
SEG_HWY_NH27,highway,14.2,26.66,9.75,5.69,4.964,2,0,0
SEG_DIST_AR1,district,3.91,10.92,2.09,28.94,1.054,3,0,0
SEG_HWY_NH27,highway,65.38,18.79,62.25,2.23,5.388,3,0,0
SEG_STATE_MN2,state,7.22,4.44,6.48,22.9,2.238,2,0,1
SEG_STATE_AS1,state,94.69,12.1,92.67,11.82,1.436,5,0,1
SEG_DIST_MZ1,district,7.41,11.0,5.57,30.67,0.102,0,0,0
SEG_RURAL_NL1,rural,18.53,2.81,18.06,43.65,0.132,0,0,0
SEG_HWY_NH27,highway,36.06,1.89,35.75,8.52,5.428,0,0,0
SEG_DIST_AR1,district,55.12,21.09,51.6,29.44,0.926,3,1,1
SEG_RURAL_NL1,rural,85.97,30.67,80.86,41.04,0.715,2,0,1
SEG_STATE_MN2,state,37.12,8.25,35.74,18.87,1.343,2,1,1
SEG_HWY_NH37,highway,36.4,18.27,33.35,3.65,2.984,8,0,1
SEG_STATE_MN2,state,32.97,11.47,31.06,23.94,2.058,1,0,1
SEG_HWY_NH27,highway,22.15,8.8,20.68,0.0,5.05,0,0,0
SEG_RURAL_NL1,rural,25.12,8.19,23.75,40.05,0.05,4,0,0
SEG_HWY_NH27,highway,16.23,11.45,14.32,6.36,4.984,1,1,0
SEG_RURAL_TR1,rural,81.93,29.8,76.96,39.1,0.705,2,0,0
SEG_HWY_NH37,highway,49.71,2.62,49.27,1.95,3.229,2,0,0
SEG_DIST_AR1,district,10.01,23.15,6.16,32.78,0.648,1,0,1
SEG_STATE_AS1,state,6.17,6.34,5.11,23.7,1.693,1,0,1
SEG_HWY_NH27,highway,35.5,5.48,34.58,11.62,4.707,1,0,0
SEG_HWY_NH37,highway,9.97,27.77,5.34,4.58,2.86,4,0,0
SEG_STATE_AS1,state,54.41,10.84,52.61,14.48,1.03,4,1,0
SEG_HWY_NH37,highway,40.19,5.9,39.21,6.55,2.909,0,0,0
SEG_STATE_AS1,state,16.18,18.8,13.05,16.35,1.389,1,0,1
SEG_RURAL_TR1,rural,24.84,20.23,21.47,46.64,0.05,1,0,1
SEG_DIST_MZ1,district,31.47,50.05,23.13,40.38,0.963,2,0,1
SEG_DIST_AR1,district,43.6,2.1,43.25,24.07,1.028,0,0,0
SEG_STATE_AS1,state,23.78,16.28,21.06,16.76,1.628,1,0,0
SEG_DIST_MZ1,district,78.83,10.48,77.08,24.75,0.192,10,1,1
SEG_STATE_AS1,state,100.66,13.26,98.45,7.82,1.713,5,0,0
SEG_DIST_AR1,district,13.45,9.7,11.83,34.08,0.131,0,0,0
SEG_HWY_NH27,highway,31.08,24.7,26.96,8.33,4.679,1,0,0
SEG_HWY_NH37,highway,63.38,8.66,61.94,9.74,3.263,4,0,0
SEG_DIST_MZ1,district,6.91,5.36,6.02,30.23,0.563,2,0,0
SEG_RURAL_NL1,rural,58.94,22.89,55.13,41.79,0.05,2,0,1
SEG_DIST_AR1,district,10.96,4.09,10.28,36.11,1.017,3,0,0
SEG_HWY_NH27,highway,14.89,19.62,11.62,8.56,4.705,0,0,0
SEG_DIST_AR1,district,25.23,4.22,24.53,34.74,1.024,1,0,0
SEG_HWY_NH27,highway,18.0,21.68,14.38,5.04,5.072,7,0,1
SEG_RURAL_TR1,rural,30.94,8.54,29.51,45.2,0.314,1,0,1
SEG_RURAL_TR1,rural,58.58,4.34,57.86,42.52,0.282,6,0,0
SEG_DIST_MZ1,district,40.85,20.18,37.48,27.3,0.315,2,0,0
SEG_HWY_NH37,highway,14.95,10.06,13.27,8.01,3.175,1,0,0
SEG_RURAL_TR1,rural,81.35,15.79,78.72,43.8,0.362,3,0,1
SEG_STATE_AS1,state,12.67,1.99,12.34,19.17,1.813,5,0,0
SEG_DIST_MZ1,district,8.9,11.13,7.05,38.5,0.5,3,0,0
SEG_STATE_AS1,state,26.73,6.27,25.68,17.28,1.842,11,0,0
SEG_DIST_AR1,district,70.73,53.54,61.81,27.36,1.523,0,0,0
SEG_HWY_NH27,highway,7.08,24.2,3.05,10.07,5.364,5,0,0
SEG_HWY_NH27,highway,22.39,10.62,20.62,7.22,5.254,1,0,0
SEG_STATE_MN2,state,48.53,25.39,44.29,21.87,2.091,1,0,0
SEG_HWY_NH37,highway,11.86,17.2,8.99,1.0,2.827,0,0,0
SEG_HWY_NH37,highway,21.09,35.59,15.16,2.63,2.663,5,0,1
SEG_HWY_NH37,highway,15.64,29.76,10.68,14.31,2.771,1,0,0
SEG_STATE_MN2,state,23.22,16.82,20.42,20.33,1.938,0,0,1
SEG_HWY_NH37,highway,7.13,2.69,6.68,8.25,2.961,1,0,1
SEG_RURAL_TR1,rural,35.29,6.61,34.19,51.86,0.328,4,0,1
SEG_DIST_MZ1,district,27.73,32.25,22.35,37.66,0.35,0,0,1
SEG_RURAL_NL1,rural,28.94,7.19,27.74,33.73,0.089,5,0,1
SEG_STATE_AS1,state,5.36,12.99,3.2,25.79,1.422,1,0,0
SEG_STATE_AS1,state,10.27,18.24,7.23,10.37,1.175,2,0,0
SEG_HWY_NH37,highway,36.09,10.82,34.29,5.13,3.084,4,0,1
SEG_RURAL_NL1,rural,14.24,9.8,12.61,34.43,0.21,0,0,1
SEG_STATE_MN2,state,14.26,15.91,11.61,26.04,2.042,1,0,0
SEG_DIST_MZ1,district,25.08,8.62,23.65,30.03,0.533,9,0,1
SEG_STATE_MN2,state,23.06,4.07,22.38,16.52,2.458,2,0,1
SEG_RURAL_NL1,rural,30.27,7.85,28.97,32.78,0.122,3,0,1
SEG_DIST_MZ1,district,22.84,7.92,21.52,36.72,0.176,4,0,0
SEG_DIST_AR1,district,13.11,1.57,12.85,28.4,0.421,6,0,0
SEG_HWY_NH27,highway,22.92,15.57,20.32,0.0,5.57,0,0,0
SEG_DIST_MZ1,district,13.15,19.71,9.86,29.67,0.467,4,0,1
SEG_HWY_NH27,highway,45.25,3.76,44.62,7.43,4.812,1,0,0
SEG_HWY_NH37,highway,18.73,24.35,14.67,0.0,3.319,1,0,1
SEG_STATE_AS1,state,23.14,28.51,18.39,7.12,1.765,5,0,0
SEG_STATE_MN2,state,41.19,1.28,40.97,28.91,2.088,4,0,1
SEG_HWY_NH37,highway,3.46,24.09,-0.56,9.45,3.351,5,0,0
SEG_RURAL_NL1,rural,37.27,10.92,35.45,32.9,0.694,1,1,1
SEG_HWY_NH27,highway,55.6,14.45,53.19,7.17,4.802,4,1,0
SEG_RURAL_TR1,rural,39.47,18.52,36.38,46.5,0.05,0,0,1
SEG_DIST_AR1,district,20.61,14.07,18.26,33.73,1.217,3,0,1
SEG_DIST_AR1,district,50.99,37.74,44.7,32.79,0.944,3,1,0
SEG_DIST_MZ1,district,30.95,6.12,29.93,32.97,0.865,7,1,1
SEG_HWY_NH27,highway,21.07,16.71,18.28,16.99,5.056,0,0,0
SEG_RURAL_TR1,rural,24.05,26.13,19.7,45.16,0.63,7,0,1
SEG_HWY_NH37,highway,66.48,2.63,66.04,8.72,3.253,4,1,1
SEG_DIST_MZ1,district,9.63,30.96,4.47,35.6,0.801,1,0,0
SEG_STATE_MN2,state,6.38,11.11,4.53,23.16,2.104,3,0,0
SEG_DIST_AR1,district,1.6,6.32,0.55,23.52,0.691,1,0,0
SEG_DIST_AR1,district,12.81,6.59,11.71,25.56,0.282,9,1,0
SEG_STATE_MN2,state,21.83,10.49,20.08,16.98,2.734,2,0,0
SEG_RURAL_TR1,rural,51.03,11.94,49.04,43.15,0.248,1,0,1
SEG_DIST_MZ1,district,61.07,13.65,58.8,40.88,0.34,1,0,1
SEG_RURAL_TR1,rural,13.61,21.74,9.99,44.42,0.239,0,0,1
SEG_STATE_MN2,state,19.08,15.46,16.5,16.34,2.231,1,0,0
SEG_STATE_MN2,state,20.37,14.17,18.01,19.34,1.847,4,0,1
SEG_STATE_AS1,state,14.74,11.33,12.85,13.46,1.96,1,1,1
SEG_HWY_NH37,highway,42.64,8.84,41.16,0.0,3.177,8,0,0
SEG_RURAL_NL1,rural,38.14,14.49,35.73,37.26,0.456,10,0,1
SEG_HWY_NH37,highway,6.47,22.27,2.76,8.24,3.274,0,0,0
SEG_STATE_MN2,state,26.03,18.1,23.02,26.6,2.013,1,0,0
SEG_DIST_MZ1,district,26.87,9.06,25.36,37.23,0.659,2,0,0
SEG_HWY_NH37,highway,23.28,7.14,22.09,7.1,2.824,7,0,1
SEG_DIST_MZ1,district,59.92,11.09,58.07,45.13,0.164,3,0,1
SEG_HWY_NH37,highway,27.43,18.22,24.39,0.04,3.246,2,1,1
SEG_RURAL_NL1,rural,8.56,12.21,6.52,36.19,0.758,2,0,1
SEG_DIST_AR1,district,4.46,6.9,3.31,30.88,0.191,5,0,0
SEG_HWY_NH27,highway,38.61,34.14,32.92,12.51,5.079,3,0,1
SEG_STATE_MN2,state,23.85,12.2,21.82,26.82,2.17,1,1,0
SEG_STATE_MN2,state,3.91,13.68,1.63,22.1,1.727,0,1,0
SEG_RURAL_NL1,rural,7.47,28.36,2.74,38.52,0.213,4,0,1
SEG_RURAL_TR1,rural,8.89,24.02,4.89,51.67,0.197,2,0,0
SEG_HWY_NH37,highway,57.28,51.16,48.76,10.16,2.97,0,0,0
SEG_STATE_AS1,state,18.19,46.18,10.49,20.7,1.792,2,0,1
SEG_DIST_AR1,district,46.27,7.36,45.05,33.96,1.091,3,0,0
SEG_HWY_NH27,highway,65.1,19.7,61.81,17.15,3.964,4,0,0
SEG_HWY_NH37,highway,22.62,5.62,21.68,1.81,2.733,2,0,0
SEG_STATE_MN2,state,11.18,4.46,10.44,18.18,2.302,3,0,0
SEG_RURAL_NL1,rural,50.21,5.62,49.27,40.23,0.723,1,0,0
SEG_DIST_MZ1,district,11.73,8.96,10.24,27.93,0.491,2,0,0
SEG_RURAL_TR1,rural,58.09,14.76,55.63,49.98,0.232,1,0,1
SEG_HWY_NH27,highway,14.35,1.26,14.14,11.03,5.266,1,0,1
SEG_HWY_NH27,highway,85.33,10.35,83.6,20.07,4.712,3,1,0
SEG_STATE_AS1,state,7.69,11.57,5.76,16.99,1.646,7,0,0
SEG_RURAL_NL1,rural,55.02,1.15,54.82,40.12,0.05,2,0,0
SEG_HWY_NH27,highway,33.75,36.34,27.69,9.69,4.974,1,0,0
SEG_HWY_NH37,highway,19.03,26.0,14.7,2.88,3.185,7,0,0
SEG_RURAL_NL1,rural,7.19,17.91,4.2,42.32,0.303,5,0,1
SEG_STATE_AS1,state,36.13,16.76,33.33,14.97,1.517,1,0,0
SEG_STATE_MN2,state,26.21,27.13,21.69,23.94,2.131,8,0,0
SEG_DIST_AR1,district,40.6,54.7,31.48,40.37,0.759,0,0,1
SEG_DIST_AR1,district,33.92,14.61,31.48,27.39,1.03,1,0,1
SEG_DIST_MZ1,district,14.77,2.88,14.29,37.22,0.46,1,0,1
SEG_RURAL_NL1,rural,16.02,20.05,12.68,35.06,0.632,7,0,1
SEG_DIST_MZ1,district,17.12,3.97,16.46,38.88,0.173,3,0,1
SEG_DIST_MZ1,district,39.5,4.79,38.7,35.9,0.449,6,1,1
SEG_RURAL_TR1,rural,46.68,6.03,45.68,43.5,0.584,2,0,0
SEG_DIST_AR1,district,9.34,41.37,2.45,26.85,1.071,4,0,0
SEG_STATE_MN2,state,19.38,24.07,15.37,29.18,2.249,0,0,0
SEG_HWY_NH27,highway,7.37,23.77,3.41,10.9,4.941,3,0,0
SEG_STATE_MN2,state,99.49,24.42,95.42,22.71,1.721,6,0,1
SEG_STATE_AS1,state,31.9,19.58,28.63,21.66,1.465,0,0,1
SEG_HWY_NH27,highway,1.85,9.96,0.19,14.26,5.361,4,0,0
SEG_STATE_AS1,state,5.09,21.97,1.43,24.83,1.723,7,0,1
SEG_HWY_NH27,highway,12.7,8.57,11.27,11.83,5.507,12,0,1
SEG_STATE_AS1,state,25.77,13.06,23.59,23.8,1.522,2,0,0
SEG_RURAL_TR1,rural,29.69,14.01,27.36,44.41,0.171,1,0,1
SEG_RURAL_TR1,rural,57.61,12.7,55.49,46.18,0.05,5,1,1
SEG_DIST_MZ1,district,20.67,15.64,18.06,32.55,0.164,0,0,0
SEG_RURAL_NL1,rural,11.75,11.02,9.92,41.82,0.05,4,0,1
SEG_HWY_NH27,highway,27.47,9.99,25.8,8.77,5.137,5,0,1
SEG_DIST_MZ1,district,7.51,45.88,-0.13,33.72,0.05,5,0,1
SEG_STATE_MN2,state,30.62,2.27,30.24,23.11,1.985,3,0,1
SEG_RURAL_TR1,rural,27.28,17.66,24.33,33.82,0.05,6,0,0
SEG_DIST_AR1,district,52.26,37.81,45.95,31.22,0.884,1,0,1
SEG_RURAL_TR1,rural,38.18,8.41,36.78,37.65,0.281,5,0,0
SEG_DIST_AR1,district,22.72,13.1,20.54,30.32,0.716,1,0,0
SEG_HWY_NH27,highway,11.77,19.94,8.45,6.82,4.984,4,0,0
SEG_HWY_NH27,highway,22.04,11.58,20.11,8.19,5.109,5,0,0
SEG_STATE_AS1,state,10.81,19.46,7.57,22.97,0.83,0,0,0
SEG_DIST_AR1,district,12.74,2.67,12.3,33.4,0.482,2,0,1
SEG_HWY_NH37,highway,27.37,1.86,27.06,0.0,2.905,1,0,0
SEG_STATE_MN2,state,24.33,18.98,21.16,20.35,2.32,3,0,0
SEG_DIST_MZ1,district,37.38,13.22,35.18,41.01,0.05,2,0,1
SEG_STATE_AS1,state,69.75,4.99,68.92,9.93,1.871,0,1,1
SEG_HWY_NH27,highway,34.25,43.82,26.95,0.0,4.536,3,0,0
SEG_STATE_MN2,state,27.43,49.43,19.19,22.75,1.505,2,0,0
SEG_DIST_MZ1,district,21.79,9.7,20.17,34.31,0.403,1,0,0
SEG_RURAL_NL1,rural,64.27,5.08,63.42,45.71,0.782,0,1,1
SEG_HWY_NH37,highway,27.73,0.28,27.68,2.74,2.621,0,0,0
SEG_DIST_AR1,district,39.32,20.36,35.92,28.27,0.524,5,0,1
SEG_DIST_AR1,district,31.37,12.44,29.3,30.75,0.564,2,0,1
SEG_STATE_AS1,state,46.71,6.41,45.64,19.93,1.622,3,0,0
SEG_HWY_NH37,highway,38.88,4.88,38.06,6.45,2.855,1,0,0
SEG_RURAL_NL1,rural,17.61,3.07,17.1,43.96,0.633,1,0,1
SEG_RURAL_TR1,rural,33.81,7.69,32.53,44.74,0.175,1,0,1
SEG_STATE_MN2,state,26.74,8.39,25.34,26.38,1.963,1,0,0
SEG_HWY_NH27,highway,42.18,10.9,40.36,10.43,4.868,2,0,1
SEG_RURAL_TR1,rural,4.08,2.63,3.65,39.92,0.365,1,1,1
SEG_HWY_NH27,highway,25.24,16.25,22.54,0.0,4.883,0,0,0
SEG_STATE_AS1,state,22.85,12.14,20.82,7.25,1.89,0,0,0
SEG_HWY_NH27,highway,28.22,20.57,24.79,0.58,5.054,3,0,0
SEG_HWY_NH37,highway,13.46,5.47,12.54,6.07,2.584,1,0,0
SEG_HWY_NH37,highway,105.67,18.73,102.55,14.42,2.733,11,0,0
SEG_STATE_MN2,state,20.96,20.32,17.58,23.09,1.892,2,0,1
SEG_STATE_AS1,state,23.15,2.59,22.72,23.23,1.695,13,0,0
SEG_STATE_MN2,state,30.35,8.12,29.0,28.36,2.448,2,0,0
SEG_RURAL_NL1,rural,16.94,7.36,15.71,35.93,0.456,0,0,0
SEG_DIST_MZ1,district,46.26,22.91,42.44,36.0,0.247,3,0,1
SEG_HWY_NH27,highway,4.7,12.67,2.59,2.35,5.327,4,0,0
SEG_DIST_AR1,district,33.63,10.07,31.95,28.16,1.077,7,0,1
SEG_HWY_NH27,highway,23.78,19.37,20.56,9.31,5.147,3,0,0
SEG_HWY_NH37,highway,20.2,11.77,18.24,8.14,2.298,2,0,1
SEG_HWY_NH27,highway,20.46,15.82,17.82,13.38,5.204,5,0,1
SEG_STATE_MN2,state,46.89,18.29,43.84,22.92,2.011,3,0,0
SEG_RURAL_TR1,rural,42.84,26.26,38.47,38.72,0.05,2,1,1
SEG_STATE_AS1,state,20.07,5.1,19.22,14.36,1.285,0,1,1
SEG_HWY_NH27,highway,42.86,2.24,42.48,14.94,4.782,3,0,1
SEG_DIST_MZ1,district,17.12,5.29,16.23,34.16,0.271,6,0,0
SEG_HWY_NH27,highway,36.98,19.38,33.75,9.35,5.288,1,0,0
SEG_HWY_NH37,highway,22.71,61.26,12.5,0.75,3.069,2,0,0
SEG_RURAL_TR1,rural,4.42,2.07,4.07,47.7,0.05,3,0,1
SEG_HWY_NH37,highway,3.47,4.55,2.71,0.0,3.368,3,0,0
SEG_STATE_AS1,state,54.19,44.04,46.85,19.84,1.36,0,0,1
SEG_RURAL_NL1,rural,54.34,7.74,53.05,32.66,0.1,2,0,1
SEG_RURAL_NL1,rural,34.98,8.27,33.6,42.69,0.363,8,0,1
SEG_RURAL_TR1,rural,85.95,22.86,82.15,47.27,0.47,3,1,0
SEG_HWY_NH37,highway,120.37,2.37,119.98,14.87,3.222,2,1,0
SEG_RURAL_NL1,rural,23.21,14.02,20.88,45.46,0.764,1,0,1
SEG_RURAL_NL1,rural,12.5,24.54,8.41,40.64,0.05,5,0,1
SEG_STATE_AS1,state,6.33,14.6,3.89,17.39,1.791,2,0,0
SEG_DIST_MZ1,district,65.33,18.5,62.25,35.96,0.178,4,0,1
SEG_STATE_MN2,state,23.01,18.93,19.86,28.9,1.613,2,1,0
SEG_STATE_AS1,state,14.13,5.32,13.25,20.34,1.438,1,0,0
SEG_DIST_AR1,district,9.43,46.23,1.72,29.58,1.089,0,0,0
SEG_DIST_AR1,district,25.89,7.6,24.62,29.49,0.704,0,0,1
SEG_RURAL_TR1,rural,22.7,4.6,21.93,37.59,0.507,4,0,0
SEG_STATE_AS1,state,23.43,5.51,22.51,27.32,0.958,2,0,1
SEG_HWY_NH37,highway,25.57,22.44,21.83,2.82,3.343,3,0,0
SEG_STATE_MN2,state,57.2,12.91,55.05,17.19,1.93,1,1,0
SEG_DIST_AR1,district,14.32,14.25,11.94,31.53,1.554,7,0,0
SEG_RURAL_TR1,rural,60.92,30.25,55.87,45.13,0.222,1,0,0
SEG_RURAL_NL1,rural,12.42,14.82,9.95,39.01,0.05,0,0,0
SEG_RURAL_TR1,rural,1.12,13.27,-1.09,41.83,0.208,4,0,0
SEG_HWY_NH37,highway,43.85,0.07,43.83,3.89,2.862,1,0,0
SEG_HWY_NH27,highway,42.46,9.57,40.86,1.89,4.794,0,0,0
SEG_DIST_AR1,district,9.97,3.31,9.42,32.94,0.73,15,0,1
SEG_RURAL_NL1,rural,37.77,5.51,36.85,41.53,0.43,2,0,1
SEG_STATE_AS1,state,6.21,5.78,5.24,17.82,1.495,1,0,0
SEG_RURAL_NL1,rural,22.81,9.64,21.21,45.27,0.078,3,0,0
SEG_STATE_MN2,state,50.79,6.27,49.75,31.87,1.71,0,0,1
SEG_STATE_MN2,state,36.51,29.44,31.61,25.01,2.084,1,0,0
SEG_HWY_NH37,highway,12.3,12.54,10.21,10.04,2.933,1,0,0
SEG_RURAL_NL1,rural,93.12,16.98,90.29,31.39,0.05,0,0,1
SEG_DIST_MZ1,district,18.78,14.15,16.42,29.48,0.68,2,1,1
SEG_RURAL_TR1,rural,13.39,23.04,9.55,46.54,0.05,8,0,1
SEG_RURAL_TR1,rural,13.82,26.28,9.44,42.26,0.05,1,0,0
SEG_DIST_MZ1,district,9.42,5.3,8.53,39.07,0.291,1,0,1
SEG_DIST_MZ1,district,52.54,9.25,51.0,34.54,0.374,5,0,0
SEG_RURAL_NL1,rural,36.66,8.93,35.17,44.68,0.449,2,0,1
SEG_DIST_AR1,district,9.88,22.08,6.2,34.36,0.857,4,0,1
SEG_STATE_AS1,state,21.4,3.2,20.87,12.94,1.236,11,0,1
SEG_HWY_NH37,highway,23.74,32.62,18.3,0.0,3.432,0,0,0
SEG_DIST_MZ1,district,45.43,18.1,42.42,32.01,0.05,12,0,1
SEG_STATE_MN2,state,16.58,19.21,13.38,16.17,2.072,2,0,0
SEG_HWY_NH37,highway,17.88,7.67,16.61,0.0,3.165,1,1,0
SEG_DIST_AR1,district,32.05,4.99,31.22,23.45,0.845,4,0,1
SEG_HWY_NH37,highway,14.11,9.47,12.53,1.85,2.633,0,0,0
SEG_RURAL_TR1,rural,7.5,21.03,4.0,49.67,0.372,2,0,1
SEG_DIST_MZ1,district,68.44,1.61,68.17,32.23,0.58,3,1,1
SEG_STATE_MN2,state,20.22,22.71,16.43,24.61,2.129,1,0,1
SEG_STATE_AS1,state,2.46,13.28,0.25,13.3,1.669,2,0,0
SEG_HWY_NH27,highway,7.74,7.55,6.49,14.47,5.05,5,0,0
SEG_STATE_MN2,state,57.4,11.05,55.56,16.06,1.33,0,0,1
SEG_STATE_MN2,state,36.66,22.85,32.85,27.73,1.835,0,0,0
SEG_DIST_AR1,district,21.45,1.32,21.23,37.96,0.598,4,0,1
SEG_HWY_NH37,highway,17.55,7.21,16.35,3.73,2.845,8,0,0
SEG_STATE_MN2,state,61.61,6.46,60.53,26.45,2.103,7,0,0
SEG_RURAL_NL1,rural,17.86,18.61,14.76,38.81,0.05,1,0,1
SEG_DIST_MZ1,district,15.22,9.08,13.71,42.19,0.83,6,0,1
SEG_STATE_AS1,state,24.89,8.25,23.52,21.98,1.195,2,1,1
SEG_STATE_AS1,state,23.2,5.42,22.3,15.84,1.539,4,0,0
SEG_STATE_MN2,state,23.05,12.91,20.9,20.23,1.922,4,0,0
SEG_DIST_MZ1,district,22.73,11.56,20.81,29.26,0.208,0,0,0
SEG_DIST_MZ1,district,27.12,3.41,26.55,42.52,0.52,1,0,0
SEG_HWY_NH37,highway,47.14,6.65,46.04,9.19,3.058,9,0,1
SEG_DIST_MZ1,district,7.94,10.82,6.14,29.14,0.386,1,0,1
SEG_STATE_AS1,state,27.84,10.05,26.17,20.74,1.271,7,0,0
SEG_STATE_MN2,state,21.67,28.59,16.91,16.02,1.662,3,0,0
SEG_RURAL_TR1,rural,77.45,47.39,69.55,51.97,0.208,2,0,1
SEG_DIST_AR1,district,75.31,33.57,69.72,26.6,0.647,1,1,1
SEG_STATE_AS1,state,17.88,5.72,16.93,22.7,1.36,3,1,0
SEG_RURAL_TR1,rural,24.42,1.76,24.13,46.5,0.05,3,0,1
SEG_HWY_NH37,highway,20.71,25.23,16.51,6.23,3.236,2,0,0
SEG_HWY_NH27,highway,9.92,14.48,7.51,5.51,4.217,5,1,0
SEG_HWY_NH37,highway,60.42,40.66,53.64,0.0,2.872,3,0,0
SEG_STATE_MN2,state,13.19,10.74,11.4,21.41,1.379,1,0,0
SEG_STATE_MN2,state,11.37,11.98,9.38,16.49,1.735,4,0,0
SEG_HWY_NH37,highway,20.24,13.26,18.03,9.36,2.843,3,0,1
SEG_RURAL_TR1,rural,27.99,17.42,25.09,43.99,0.307,0,0,1
SEG_HWY_NH37,highway,18.97,31.86,13.66,5.51,2.934,2,0,0
SEG_DIST_MZ1,district,43.86,5.86,42.89,33.99,0.49,4,1,1
SEG_STATE_MN2,state,39.16,1.08,38.98,20.67,1.662,5,0,1
SEG_STATE_AS1,state,2.23,2.29,1.85,15.74,1.48,3,0,1
SEG_DIST_MZ1,district,24.17,25.48,19.93,37.02,0.05,1,1,0
SEG_STATE_AS1,state,54.06,5.2,53.2,13.3,1.102,1,0,1
